,0
106,https://www.finanzen.net/aktien/apple-aktie
107,https://stocktwits.com/symbol/AAPL
108,https://www.nasdaq.com/market-activity/stocks/aapl
109,https://ca.finance.yahoo.com/quote/AAPL/
110,https://www.wsj.com/market-data/quotes/AAPL
111,https://www.apple.com/
112,https://ycharts.com/companies/AAPL
113,https://markets.businessinsider.com/stocks/aapl-stock
114,https://www.barrons.com/market-data/stocks/aapl
115,https://finance.yahoo.com/quote/AAPL/history/
116,https://www.investing.com/equities/apple-computer-inc
117,https://www.thestreet.com/quote/aapl
118,https://uk.finance.yahoo.com/quote/AAPL/
119,https://it.finance.yahoo.com/q?s=aapl
120,https://www.landman.org/
121,https://www.benzinga.com/quote/AAPL
122,https://www.nasdaq.com/market-activity/stocks/aapl/real-time
123,https://www.google.com/finance/quote/AAPL:NASDAQ
124,https://www.etoro.com/markets/aapl/stats
125,https://www.etoro.com/markets/aapl
126,https://www.gurufocus.com/stock/AAPL/summary
127,https://www.forbes.com/companies/apple/
128,https://www.zacks.com/stock/quote/AAPL
129,https://www.reuters.com/companies/AAPL.O
130,https://www.investopedia.com/markets/quote?tvwidgetsymbol=aapl
131,https://www.tipranks.com/stocks/aapl/forecast
132,https://research.investors.com/stock-quotes/nasdaq-apple-inc-aapl.htm
133,https://www.webull.com/quote/nasdaq-aapl
134,https://www.investopedia.com/markets/stocks/aapl/
135,https://www.aapl.org/
136,https://robinhood.com/stocks/AAPL
137,https://www.nasdaq.com/market-activity/stocks/aapl/earnings
138,https://www.reuters.com/companies/AAPL.OQ
139,https://finance.yahoo.com/quote/aapl/analysis/
140,https://finance.yahoo.com/quote/AAPL/options/
141,https://finance.yahoo.com/quote/AAPL/profile/
142,https://www.nasdaq.com/market-activity/stocks/aapl/dividend-history
143,https://www.nasdaq.com/market-activity/stocks/aapl/pre-market-trades
144,https://www.nasdaq.com/market-activity/stocks/aapl/option-chain
145,https://www.nasdaq.com/market-activity/stocks/aapl/short-interest
146,https://www.tradingview.com/symbols/NASDAQ-AAPL/
147,https://markets.ft.com/data/equities/tearsheet/summary?s=AAPL:NSQ
148,https://www.wsj.com/market-data/quotes/AAPL/historical-prices
149,https://finance.yahoo.com/quote/AAPL/chart/
150,https://finance.yahoo.com/quote/AAPL/chart?p=AAPL
151,https://finance.yahoo.com/quote/AAPL/news?p=AAPL
152,https://finance.yahoo.com/quote/AAPL/community?p=AAPL
153,https://in.finance.yahoo.com/quote/AAPL/
154,https://au.finance.yahoo.com/quote/AAPL/
155,https://www.marketwatch.com/investing/stock/aapl/charts
156,https://uk.finance.yahoo.com/quote/AAPL
157,https://www.nasdaq.com/market-activity/stocks/aapl/news-headlines
158,https://finance.yahoo.com/quote/aapl/news?ltr=1
159,https://finance.yahoo.com/quote/AAPL/financials/
160,https://finance.yahoo.com/quote/AAPL/news/
161,https://finance.yahoo.com/quote/AAPL/financials?p=AAPL
162,https://www.nasdaq.com/market-activity/stocks/aapl/analyst-research
163,https://www.nasdaq.com/market-activity/stocks/aapl/latest-real-time-trades
164,https://de.finance.yahoo.com/quote/aapl/
165,https://de.finance.yahoo.com/quote/AAPL/analysis/
166,https://uk.finance.yahoo.com/quote/AAPL?p=AAPL
167,https://de.finance.yahoo.com/quote/AAPL/history/
168,https://de.finance.yahoo.com/quote/AAPL/options?p=AAPL
169,https://de.finance.yahoo.com/quote/AAPL/key-statistics/
170,https://finance.yahoo.com/quote/AAPL/balance-sheet/
171,https://www.earningswhispers.com/stocks/aapl
172,https://money.cnn.com/quote/forecast/forecast.html?symb=AAPL
173,https://investor.apple.com/stock-price/default.aspx
174,https://seekingalpha.com/symbol/AAPL
175,https://ycharts.com/companies/AAPL/pe_ratio
